Name	Article Title	Title	Author(s)	Year	Citation	Keywords	Item Type	Path
ThePolymeraseChainReaction_1994_pp151_161_Nelson_and_McDonough_Appl_HPA_to_PCR.pdf	Application of the Hybridization Protection Assay (HPA) to PCR	Application of the Hybridization Protection Assay (HPA) to PCR	"Nelson, N.C. & McDonough, S.H."	1994	"in The Polymerase Chain Reaction, Mullis, K.B., Ferre, F. & Gibbs, R.A. (Eds.), pp. 151-161, 1994, Birkhäuser, Boston, MA"		Item	sites/articleArch/Shared Documents
Transfusion_1994_v34_pp750_755_Brecher_et_al_AE_probe_detection_platelet_contamination.pdf	Platelet bacterial contamination and the use of a chemiluminescence-linked universal bacterial ribosomal RNA gene probe	Platelet bacterial contamination and the use of a chemiluminescence-linked universal bacterial ribosomal RNA gene probe	"Brecher, M.E.,* Hogan, J.J., Boothe, G., Kerr, A., McClannan, L., Jacobs, M.R., Yomtovian, R., Chongokolwatana, V., Tegtmeier, G., Henderson, S., Pineda, A., Halling, V., Kemper, M., Kuramato, K., Holland, P.V. & Longiaru, M."	1994	"Transfusion 1994, 34, 750-755"		Item	sites/articleArch/Shared Documents
Transfusion_2000_40_10_14_Busch_et_al_HCV_EIA.pdf	Use of third-generation hepatitis C virus (HCV) enzyme immunoassay (EIA) to resolve second-generation HCV EIA-reactive and second-generation recombinant immunoblot assay-indeterminate blood samples:Data to support current FDA guidance on HCV lookback	Use of third-generation hepatitis C virus (HCV) enzyme immunoassay (EIA) to resolve second-generation HCV EIA-reactive and second-generation recombinant immunoblot assay-indeterminate blood samples:Data to support current FDA guidance on HCV lookback	"Busch, M.P.,* Tobler, L.H., Tegtmeier, G., Polito, A., Quan, S., Hirschler, N.V., Dockter, J., Giachetti, C. & Mimms,L."	2000	"Transfusion 2000, 40, 10-14"		Item	sites/articleArch/Shared Documents
Transfusion_2000_40_15_24_Tobler_et_al_repeat_reactive_HCV.pdf	Lookback on donors who are repeatedly reactive on first-generation hepatitis C virus assays: justification and rational implementation	Lookback on donors who are repeatedly reactive on first-generation hepatitis C virus assays: justification and rational implementation	"Tobler, L.H., Tegtmeier, G., Stramer, S.L., Quan, S., Dockter, J., Giachetti, C. & Busch, M.P.*"	2000	"Transfusion 2000, 40, 15-24"		Item	sites/articleArch/Shared Documents
Transfusion_2002_v42_pp876_885_Vargo_et_al_specif_sens_HIV1_HCV_detect.pdf	Clinical specificity and sensitivity of a blood screening assay for detection of HIV-1 and HCV RNA	Clinical specificity and sensitivity of a blood screening assay for detection of HIV-1 and HCV RNA	"Vargo, J.,* Smith, K., Knott, C., Wang, S., Fang, C., McDonough, S., Giachetti, C., Caglioti, S., Gannon, R., Gilbert, D., Jackson, J.B., Richards, W., Stramer, S. & Mimms, L."	2002	"Transfusion 2002, 42, 876-885"		Item	sites/articleArch/Shared Documents
Transfusion_2004_44_1695_1699_Oliveira_et_al_West_Nile_virus_transfusion_infection.pdf	West Nile virus blood transfusion-related infection despite nucleic acid testing	West Nile virus blood transfusion-related infection despite nucleic acid testing	"Macedo de Oliveira, A., Beecham, B.D., Montgomery, S.P., Lanciotti, R.S., Linnen, J.M., Giachetti, C., Pietrelli, L.A., Stramer, S.L. & Safranek, T.J.*"	2004	"Transfusion 2004, 44, 1695-1699"		Item	sites/articleArch/Shared Documents
Transfusion_2005_45_1853_1863_Busch_et_al_HIV_HCV_sensitivity.pdf	Relative sensitivities of licensed nucleic acid amplification tests for detection of viremia in early human immunodeficiency virus and hepatitis C virus infection	Relative sensitivities of licensed nucleic acid amplification tests for detection of viremia in early human immunodeficiency virus and hepatitis C virus infection	"Busch, M.P.,* Glynn, S.A., Wright, D.J., Hirschkorn, D., Laycock, M.E., McAuley, J., Tu, Y., Giachetti, C., Gallarda, J., Heitman, J. & Kleinman, S.H. for the National Heart, Lung, Blood Institute Nucleic Acid Test Study Group"	2005	"Transfusion 2005, 45, 1853-1863"		Item	sites/articleArch/Shared Documents
Transfusion_2005_45_492_499_Busch_et_al_West_Nile_virus_sensitivity.pdf	Analytical and clinical sensitivity of West Nile virus RNA screening and supplemental assays available in 2003	Analytical and clinical sensitivity of West Nile virus RNA screening and supplemental assays available in 2003	"Busch, M.P.,* Tobler, L.H., Saldanha, J., Caglioti, S., Shyamala, V., Linnen, J.M., Gallarda, J., Phelps, B., Smith, R.I., Drebot, M. & Kleinman, S.H."	2005	"Transfusion 2005, 45, 492-499"		Item	sites/articleArch/Shared Documents
Transfusion_2005_v45_pp469_479_Kleinman_et_al_ABC_experience_w_WNV_epidemic.pdf	The 2003 West Nile virus United States epidemic: the America’s Blood Centers experience	The 2003 West Nile virus United States epidemic: the America’s Blood Centers experience	"Kleinman, S., Glynn,* S.A., Busch, M., Todd, D., Powell, L., Pietrelli, L., Nemo, G., Schreiber, G., Bianco, C. & Katz, L. for the NHLBI Retrovirus Epidemiology Study (REDS)"	2005	"Transfusion 2005, 45, 469-479"		Item	sites/articleArch/Shared Documents
Transfusion_2005_v45_pp480_486_Tobler_et_al_detection_of_WNV.pdf	Detection of West Nile virus RNA and antibody in frozen plasma components from a voluntary market withdrawal during the 2002 peak epidemic	Detection of West Nile virus RNA and antibody in frozen plasma components from a voluntary market withdrawal during the 2002 peak epidemic	"Tobler, L.H.,* Bianco, C., Glynn, S.A., Schreiber, G.B., Dille, B.J., Prince, H.E., Lanciotti, R.S., Linnen, J.M., Gallarda, J., Shyamala, V., Smith, D., Kleinman, S.H. & Busch, M.P. for the REDS Study Group"	2005	"Transfusion 2005, 45, 480-486"		Item	sites/articleArch/Shared Documents
Transfusion_2006_46_111_117_Sanchez-Guerrero_et_al_West_Nile_virus_in_Mexican_blood.pdf	Detection of West Nile virus in the Mexican blood supply	Detection of West Nile virus in the Mexican blood supply	"Sánchez-Guerrero, S.A.,* Romero-Estrella, S., Rodríguez-Ruiz, A., Infante-Ramírez, L., Gómez, A., Villanueva-Vidales, E., García-Torres, M., Domínguez, A.M., Vazquez, J.A., Calderón, E.D., Valiente-Banuet, L., Linnen, J.M., Broulik, A., Harel, W. & Marín y López, R.A."	2006	"Transfusion 2006, 46, 111-117"		Item	sites/articleArch/Shared Documents
Transfusion_2008_48_1355_1362_Linnen_et_al_Dengue_viremia.pdf	"Dengue viremia in blood donors from Honduras, Brazil, and Australia"	"Dengue viremia in blood donors from Honduras, Brazil, and Australia"	"Linnen, J.M., Vinelli, E., Sabino, E.C., Tobler, L.H., Hyland, C., Lee, T.H., Kolk, D.P., Broulik, A.S., Collins, C.S., Lanciotti, R.S. & Busch, M.P.*
"	2008	Transfusion 2008_48_1355-1362		Item	sites/articleArch/Shared Documents
Transfusion_2012_v52_pp1657_1666_Stramer_et_al_dengue_viremia.pdf	Dengue viremia in blood donors identified by RNA and detection of dengue transfusion transmission during the 2007 dengue outbreak in Puerto Rico	Dengue viremia in blood donors identified by RNA and detection of dengue transfusion transmission during the 2007 dengue outbreak in Puerto Rico	"Stramer, S.L.,* Linnen, J.M., Carrick, J.M., Foster, G.A., Krysztof, D.E., Zou, S., Dodd, R.Y., Tirado-Marrero, L.M., Hunsperger, E., Santiago, G.A., Muñoz-Jordan, J.L. & Tomashek, K.M."	2012	"Transfusion 2012, 52, 1657-1666"		Item	sites/articleArch/Shared Documents
Transfusion_2012_v52_pp298_306_Dodd_et_al_murine_leukemia_virus.pdf	Xenotropic murine leukemia virus–related virus does not pose a risk to blood recipient safety	Xenotropic murine leukemia virus–related virus does not pose a risk to blood recipient safety	"Dodd, R.Y.,* Hackett Jr., J., Linnen, J.M., Dorsey, K., Wu, Y., Zou, S., Qiu, X., Swanson, P., Schochetman, G., Gao, K., Carrick, J.M., Krysztof, D.E., & Stramer, S.L."	2012	"Transfusion 2012, 52, 298-306"		Item	sites/articleArch/Shared Documents
Urology_2007_69_532_535_Marks_et_al_PCA3_prostate.pdf	PCA3 Molecular Urine Assay for Prostate Cancer in Men Undergoing Repeat Biopsy	PCA3 Molecular Urine Assay for Prostate Cancer in Men Undergoing Repeat Biopsy	"Marks, L.S.,* Fradet, Y., Deras, I.L., Blase, A., Mathis, J., Aubin, S.M., Cancio, A.T., Desaulniers, M., Ellis, W.J., Rittenhouse, H. & Groskopf, J."	2007	"Urology 2007, 69, 532-535"		Item	sites/articleArch/Shared Documents
Urology_2011_78_380_385_Aubin_et_al_prostate_cancer_gene_3_score.pdf	Prostate Cancer Gene 3 Score Predicts Prostate Biopsy Outcome in Men Receiving Dutasteride for Prevention of Prostate Cancer: Results From the REDUCE Trial	Prostate Cancer Gene 3 Score Predicts Prostate Biopsy Outcome in Men Receiving Dutasteride for Prevention of Prostate Cancer: Results From the REDUCE Trial	"Aubin, S.M.J.,* Reid, J., Sarno, M.J., Blase, A., Aussie, J., Rittenhouse, H., Rittmaster, R.S., Andriole, G.L. & Groskopf, J.
"	2011	"Urology 2011, 78, 380-385"		Item	sites/articleArch/Shared Documents
